"text" "favorited" "favoriteCount" "replyToSN" "created" "truncated" "replyToSID" "id" "replyToUID" "statusSource" "screenName" "retweetCount" "isRetweet" "retweeted" "longitude" "latitude"
"Acrylic Flower Clutches Purse https://t.co/4lbUb2qhUH 36.64
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 16:25:27 FALSE NA "1444700132893732874" NA "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "mitsvlu" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 16:25:24 FALSE NA "1444700121912909825" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "akagami_shampoo" 2556 TRUE FALSE NA NA
"Since you like online shopping, save more by using ShopBack to earn Cashback. Download the app and sign up with my… https://t.co/dBBfDoLmzw" FALSE 0 NA 2021-10-03 16:25:12 TRUE NA "1444700068150349826" NA "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "PhoenixDraze" 0 FALSE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 16:25:09 FALSE NA "1444700056037244936" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "Jay_N_Trylor" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 16:25:00 FALSE NA "1444700019706138627" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "t6_nw" 2556 TRUE FALSE NA NA
"RT @FlipoIogy: $83 <U+2192> $650 <U+0001F4B0> This limited edition coin released online last week for $83. Now selling for $650 on ebay <U+0001F4C8> All Flipology membe…" FALSE 0 NA 2021-10-03 16:24:58 FALSE NA "1444700011703402501" NA "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "FlipoIogy" 80 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 16:24:55 FALSE NA "1444699996545191939" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "Jungshinnn" 2556 TRUE FALSE NA NA
"We provide you with everything you need from all the online stores: Amazon, Noon, Shein, Citruss, Splash and much m… https://t.co/1dpVuPoPr2" FALSE 0 NA 2021-10-03 16:24:49 TRUE NA "1444699971576602633" NA "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "Glamorous_Shop_" 0 FALSE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 16:24:48 FALSE NA "1444699969710174211" NA "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "PlebDat" 2556 TRUE FALSE NA NA
"RT @Shinvanuk: I've reached a stage in online shopping where the delivery guy invites me to attend his wedding." FALSE 0 NA 2021-10-03 16:24:41 FALSE NA "1444699941671251970" NA "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "chraruk" 14 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 16:24:13 FALSE NA "1444699821877641217" NA "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "KuroAka22" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 16:23:58 FALSE NA "1444699760552656901" NA "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "maattylee" 2556 TRUE FALSE NA NA
"Welcome to review &amp; order best laptop 
Order Link: https://t.co/IXpEXi5lJm

#amazonlaptop,#bestlaptop,#laptop,… https://t.co/85KHOhGJV8" FALSE 0 NA 2021-10-03 16:23:49 TRUE NA "1444699720958373890" NA "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "LitonDev10" 0 FALSE FALSE NA NA
"<U+2757>60% OFF<U+0001F525> ***USE CODE:  V7X42XG7
<U+0001F60E> Did you snag this deal ?
<U+0001F31F><U+0001F31F><U+0001F31F> SHOP DEALS <U+0001F449> https://t.co/g7GjuLq2QC
DEAL MIGHT EXP… https://t.co/pb1qOZl4SS" FALSE 1 NA 2021-10-03 16:23:46 TRUE NA "1444699709533212677" NA "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "PerfectGoods2" 0 FALSE FALSE NA NA
"RT @StellaSanLF: #ad Earn #passiveincome #online. Welcome you to check out this book on How to do #selfpublishing on #Amazon CLICK LINK BEL…" FALSE 0 NA 2021-10-03 16:23:43 FALSE NA "1444699695750672384" NA "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "Yeahilike" 16 TRUE FALSE NA NA
"@asda I am having a problem making my preferences for substitutes on your online shopping, it normally lets me choo… https://t.co/8KcQS2wTTn" FALSE 0 "asda" 2021-10-03 16:23:42 TRUE NA "1444699693288677378" "20123366" "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "magpie1951" 0 FALSE FALSE NA NA
"Fishermen Nation online fishing supplies store. Created by fishermen for fishermen. Like &amp; subscribe to our youtube… https://t.co/Zn2lH1yopQ" FALSE 0 NA 2021-10-03 16:23:13 TRUE NA "1444699572215828480" NA "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "FishermenNation" 0 FALSE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 16:22:34 FALSE NA "1444699406620663808" NA "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "Iantrn" 2556 TRUE FALSE NA NA
"RT @kamlesm: toys were integral part of every festive occasion
dusehra Diwali etc were much waited by us

with time such things becoming pa…" FALSE 0 NA 2021-10-03 16:22:14 FALSE NA "1444699325167112196" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "kamlesm" 21 TRUE FALSE NA NA
"French shopkeepers built their own online store to beat the pandemic. It's still thriving, even as lockdowns ease https://t.co/Rmf66KzeJH" FALSE 8 NA 2021-10-03 16:22:14 FALSE NA "1444699322931625994" NA "<a href=\"http://www.socialflow.com\" rel=\"nofollow\">SocialFlow</a>" "BW" 2 FALSE FALSE NA NA
"RT @LitonDev10: Welcome to review &amp; order best laptop 
Order Link: https://t.co/IXpEXi5lJm

#amazonlaptop,#bestlaptop,#laptop,#amazon,#bakl…" FALSE 0 NA 2021-10-03 16:22:14 FALSE NA "1444699321018945537" NA "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "LitonDev10" 1 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 16:22:12 FALSE NA "1444699316493295616" NA "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "ValensYeulia" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 16:22:06 FALSE NA "1444699289268076545" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "Bellides" 2556 TRUE FALSE NA NA
"RT @WSJ: Rising rates of depression and anxiety in wealthy countries like the U.S. may be a result of our brains getting hooked on dopamine…" FALSE 0 NA 2021-10-03 16:21:53 FALSE NA "1444699233165119498" NA "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "compltshznt11" 411 TRUE FALSE NA NA
"RT @ncsamuelson: “#5Star- Loved it… An emotional and endearing story, with wonderfully descriptive writing and amazing characters who find…" FALSE 0 NA 2021-10-03 16:21:51 FALSE NA "1444699226978586629" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "MantisK" 41 TRUE FALSE NA NA
"RT @ncsamuelson: “#5Star- Loved it… An emotional and endearing story, with wonderfully descriptive writing and amazing characters who find…" FALSE 0 NA 2021-10-03 16:21:41 FALSE NA "1444699182900649991" NA "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "PaulaSlade" 41 TRUE FALSE NA NA
"RT @Jefe5_: Online shopping starting to get aggravating with all these shipment delays <U+0001F926><U+0001F3FD><U+200D><U+2642><U+FE0F>" FALSE 0 NA 2021-10-03 16:21:32 FALSE NA "1444699148113035276" NA "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "Phylishaaa_" 3 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 16:20:50 FALSE NA "1444698969788096515" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "cherub30618805" 2556 TRUE FALSE NA NA
"Online shopping/watching football" FALSE 0 NA 2021-10-03 16:20:20 FALSE NA "1444698845523365892" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "Retro_oo" 0 FALSE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 16:20:13 FALSE NA "1444698814112141317" NA "<a href=\"http://twitter.com/#!/download/ipad\" rel=\"nofollow\">Twitter for iPad</a>" "_Floralncense" 2556 TRUE FALSE NA NA
"The beauty of shopping online is that you can raise FREE donations for us with every penny you spend, thanks to… https://t.co/WPMKpEFtDE" FALSE 0 NA 2021-10-03 16:20:02 TRUE NA "1444698771468783618" NA "<a href=\"https://www.hootsuite.com\" rel=\"nofollow\">Hootsuite Inc.</a>" "NorthWildlife" 0 FALSE FALSE NA NA
"RT @TunNarata: My art was stolen and sell online on Ebay. I never sell my fanarts anywhere as merchandises or as digital goods. The art is…" FALSE 0 NA 2021-10-03 16:20:02 FALSE NA "1444698767635075072" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "ItchyNyx" 31 TRUE FALSE NA NA
"Hilarious Online Shopping FAILS That Buyers Deeply Regretted Afterwards https://t.co/H9dmve9P8f" FALSE 0 NA 2021-10-03 16:19:46 FALSE NA "1444698702015238153" NA "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "Christian_Quo" 0 FALSE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 16:19:46 FALSE NA "1444698700261965827" NA "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "ims00ki" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 16:19:38 FALSE NA "1444698668011905031" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "moccajaa" 2556 TRUE FALSE NA NA
"The worst online shopping experience award goes to @Etsy" FALSE 0 NA 2021-10-03 16:19:36 FALSE NA "1444698660965601293" NA "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "samaralzayer93" 0 FALSE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 16:19:31 FALSE NA "1444698640115585026" NA "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "9326pipim" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 16:19:10 FALSE NA "1444698549342511109" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "sketchydanie" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 16:18:55 FALSE NA "1444698490320273408" NA "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "mayuroshi" 2556 TRUE FALSE NA NA
"<U+2757>50% OFF<U+0001F525> ***USE CODE:  PYPN34VM + CLIP QPON
<U+0001F60E> Did you snag this deal ?
<U+0001F31F><U+0001F31F><U+0001F31F> SHOP DEALS <U+0001F449> https://t.co/g7GjuLq2QC
DE… https://t.co/fpeY20mDAO" FALSE 1 NA 2021-10-03 16:18:42 TRUE NA "1444698433340821505" NA "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "PerfectGoods2" 0 FALSE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 16:18:35 FALSE NA "1444698404316192773" NA "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "oikiwii__" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 16:18:35 FALSE NA "1444698403317846017" NA "<a href=\"http://twitter.com/#!/download/ipad\" rel=\"nofollow\">Twitter for iPad</a>" "loimvewithu" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 16:18:31 FALSE NA "1444698388490948610" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "yuantdm" 2556 TRUE FALSE NA NA
"@Emotional_Bird2 I can do that also ,I want actual shopping ,not online <U+0001F622>" FALSE 1 "Emotional_Bird2" 2021-10-03 16:18:31 FALSE "1444698056264355842" "1444698386528038913" "1270256033315745792" "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "Aashi26226919" 0 FALSE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 16:18:15 FALSE NA "1444698319712776193" NA "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "wakameeii" 2556 TRUE FALSE NA NA
"#deal #discount #onlineshopping #shoppingonline #online #shopping #onlineshop Check out my top recommended shopping… https://t.co/cGEh6dcgWr" FALSE 0 NA 2021-10-03 16:18:15 TRUE NA "1444698319557730305" NA "<a href=\"https://contentstudio.io\" rel=\"nofollow\">ContentStudio.io</a>" "bmurphypointman" 0 FALSE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 16:17:48 FALSE NA "1444698206332358656" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "yoghurtna" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 16:17:46 FALSE NA "1444698200900706307" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "gwiniboo" 2556 TRUE FALSE NA NA
"RT @stormybby1: I’m feeling an online shopping spree today <U+0001F451>

Findom | Femdom | Finsub | Femsub |" FALSE 0 NA 2021-10-03 16:17:38 FALSE NA "1444698165899403271" NA "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "cccaligulaaa" 2 TRUE FALSE NA NA
"RT @StellaSanLF: #ad Friends, discover how to write a #kindle book and earn #passiveincome #online
CLICK LINK HERE &gt;&gt;&gt;  https://t.co/8aphg6…" FALSE 0 NA 2021-10-03 16:17:36 FALSE NA "1444698157472882692" NA "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "Yeahilike" 33 TRUE FALSE NA NA
"@woahhmeli I was being a nice co parent yesterday and took them out to eat and did a lil online shopping for the bo… https://t.co/MLHHf71v3j" FALSE 1 "woahhmeli" 2021-10-03 16:17:34 TRUE "1444697539899543556" "1444698147582877708" "339414704" "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "MeezyOffSafety" 0 FALSE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 16:17:29 FALSE NA "1444698126007222274" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "KeyDestiny12" 2556 TRUE FALSE NA NA
"RT @StellaSanLF: #ad Friends, you can earn #passiveincome #online by placing #Amazon #affiliate #links in #YouTube #Videos. CLICK LINK BELO…" FALSE 0 NA 2021-10-03 16:17:28 FALSE NA "1444698124723703809" NA "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "Yeahilike" 29 TRUE FALSE NA NA
"B4 U shop #Amazon hear our jingle &amp;Pls make us your fav #charity so we can keep helping families in need! Also plea… https://t.co/fnyOnOib8n" FALSE 0 NA 2021-10-03 16:17:19 TRUE NA "1444698086853464072" NA "<a href=\"https://buffer.com\" rel=\"nofollow\">Buffer</a>" "jdffeet" 0 FALSE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 16:17:08 FALSE NA "1444698041265569795" NA "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "Lil_Xander" 2556 TRUE FALSE NA NA
"RT @stormybby1: I’m feeling an online shopping spree today <U+0001F451>
